number,short_description,close_notes,description
INC1067545,Build Windows 10 Loaner laptop for use in migrations from Win7 to Win10,Built MIWS0006824 with Win10 Dev-core for use as a loaner.  It is currently being kept in NIT's WoTo 3061 stockroom.,"In order to reduce the impact on users for in place Windows 10 upgrades, Lauren asked us to build MIWS0006824 with Win10 for OUD users to use while NIT has their machine."
INC1067575,DELIVERY (6/5) - Requesting Asset Tag for M-5CG7180QFD,Asset tag received and placed on laptop.,"Full Name: Jean Hunt
Uniqname: jeanhunt
Building: 555 Forest
Room number:
Department Name: Kinesiology
Department ID: 450000
Manufacturer: HP
Model: 840 G3
Serial Number: 5CG7180QFD
MAC address: F4-30-B9-0C-E0-26
Used For: Dedicated
Purchase Order (if known): 
Purchase Date (required please look-up via manufacture website): 5/7/17
Warranty End-Date (required): 6/8/20
(NEW) ShortCode Used For Purchase:
(NEW) Docking Station: Yes
(NEW) MiWorkspace Image: Yes
(NEW) Reason for No MiWorkspace Image:

*Please deliver to OBL 0101. Thanks!"
INC1067811,Unable to get into MAC,"Jeanette,

Thank you for contacting the ITS Service Center.  It looks like there were some more updates that needed to be run and also required a reboot.  After updates and reboot, login was successful.

Regards,
Holly Taylor-Stebbins
MiWorkspace NIT Central 5
","unapproved caller: security agent only may be envoked by apple software - did run all of her updates on Friday and now cannot get logged in.

 - in museum store

"
INC1066439,MWS Refresh Deployment - >FSPP< - For User > tvanduse <,"Tracey,

Please let me know if you need any additional software installed!


Leslie Arena
Central Campus 5 Neighborhood IT 
larena@umich.edu ","Please update the caller information for this ticket to the user or managing user of the machine being refreshed.
Please also update the location to the actual area of the deployment. This is for tracking purposes.

Please complete refresh activities for the following user and machine as instructed in your unit.
Username: tvanduse
Old Serial Number: 2UA3071QYR
New Serial Number: 

Please update this ticket with any extras received, deployed, or removed along with the machine. (i.e. monitors, docks, peripherals)

Once new hardware is in place, complete the Day One checklist in Samwise:
https://miwsapps.miserver.it.umich.edu/samwise/

Once complete, update Service Link records for both new and old hardware and close this ticket."
INC1066510,Computer will not boot up,"Hello Hanna,

Glad to hear you were able to get logged in and that the machine is functioning properly. I spoke with Leslie ( your Neighborhood IT ) regarding enabling remote desktop on that machine for you, but she informed me that unfortunately we can only enable remote desktop for Faculty and that the request was denied by your Unit IT. If there is anything else we can assist with though, please let us know.

Have a wonderful rest of your day!
Dmitri Lopatin
ITS MiWorkspace","Hello,

The computer on the desk to the right of the door (office 5203), when you first walk in the office, doesn't seem to turn on. Would it be possible to get help with this? 

Also, I'm not sure if I will have a login since I was just hired. I need a computer account that has Stata. 

Please let me know if you have any questions. Apologies for the vagueness!

All the best,

Hanna Zlotnick 

Sent from my iPhone"
INC1066512,9AM Delivery (6/5) - Requesting Asset tag for new machine M-C02TJ06SGF1J,"100% accuracy, mission complete.","Full Name: Sierra Bain
Uniqname: bainsi
Building: OBL
Room number: 1118
Department Name: Kinesiology
Department ID: 450000
Manufacturer: Apple
Model: iMac16,1
Serial Number: C02TJ06SGF1J
MAC address: a8-60-b6-31-1a-94
Used For: dedicated
Purchase Order (if known):
Purchase Date: 5/23/17
Warranty End-Date: 5/23/20
(NEW) ShortCode Used For Purchase:
(NEW) Docking Station: NO
(NEW) MiWorkspace Image: Yes
(NEW) Reason for No MiWorkspace Image:

*Please deliver to OBL 0101. Thanks!"
INC1043750,PENDING DELIVERY 6-5 Hardware Received / Out for Delivery [05/23] - New desktop & monitor (3004457209),Depot corrected,"Please order for Maggie:

HP desktop 600, i7, 16gb RAM, 256gb SSD  (V0B44UC#ABA) + 3 year warranty

Also HP EliteDisplay E242 monitor

Charge all to 193090"
INC1010660,MWS Refresh Deployment - Sponsored Programs (Wave 1) - For User dcmichal,Dean - Glad I was able to get your new computer installed any issues please give us a call,"Please update the caller information for this ticket to the user or managing user of the machine being refreshed.
Please also update the location to the actual area of the deployment. This is for tracking purposes.

Please complete refresh activities for the following user and machine as instructed in your unit.
Username: Michalak, Dean  (dcmichal)
Old Serial Number: 2UA23324BJ
New Serial Number: 2UA6392TPD

Please update this ticket with any extras received, deployed, or removed along with the machine. (i.e. monitors, docks, peripherals)

Once new hardware is in place, complete the Day One checklist in Samwise: https://miwsapps.miserver.it.umich.edu/samwise/

Once complete, update Service Link records for both new and old hardware and close this ticket."
INC1062186,upgrade to windows 10,"Samantha,

F&O computers are not being upgraded to Windows 10 until the computer is refreshed.


Marcus Hunt","Can i get my machine upgraded to windows 10?

________________________________________________

Samantha Brandt
Service Level Agreement Program Manager

*Facilities Maintenance*Facilities Services Building A | 326 E Hoover | Ann
Arbor, MI 48109
Office: 734-763-1439 |  sbrandt@umich.edu"
INC1055841,Spilled liquid on laptop,see INC1056266 for updates.,Please bring a loaner laptop to Sara by 9 a.m. this morning.
INC1050711,PENDING DELIVERY 5-31 New laptop (3004463780),rec'd,"Order HP 840, i7 G3, 8GB RAM, 256GB SSD + warranty

Charge to 193090, Jane Jakeway"
INC1067416,new computer question,"Hello Sara,

The printers are installed and your previous desktop is in the U drive in the desktop folder. Please feel free to let me know if you have any further questions.

Thanks,

Tim Collier ","Good morning,

Thanks for setting up my new laptop last week.  I have a few questions...

1.  Can I get help adding the printers to the new computer?  I can't seem
to print at the moment.
2.  I had a few folders on my old desktop and am not sure where to find
them on my new computer.

Thanks!
Sara
*----------*
*Sara O'Brien*
Director, Office of Academic Programs
School of Natural Resources and Environment
University of Michigan
440 Church Street, 1520 Dana Building
Ann Arbor, MI  48109-1041
Voice: 734.615.4332
snre.umich.edu"
INC1065665,Set up new laptop,"Hi Rachael, 
Please let me know if you have any questions about your new laptop.
Thanks,
 -Jesse",Set up new HP laptop for UMOR.  It will be their loaner laptop and should be in Rachael Richmond's name. She will keep it in her care.
INC1067401,Needs someone to setup computer for new employee (samici),"Donna,
I'm so sorry for the last minute confusion.  Sheri and I got her Gmail configured and did a brief walk through of Google calendar sharing and configuration. We also configured the 4060 WoTo printers.  I think she is all set for her day today.

If you have any further questions, please feel free to contact us.

Thank you

Amy

~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~
Amy Beth Hamermesh, Neighborhood IT
ITS Shared Services MiWorkspace
Call:734-764-HELP (4357) � Chat: https://chatsupport.it.umich.edu
~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~","Needs someone to setup computer for new employee, Sheri Amici (samici). Her first day is today.
Edwin Tang was supposed to come at 9:00 am today, but he emailed that he will not be able to make it.
TASK0093041"
INC1063937,Windows 10 Update,"
Hi Shani,
I have successfully rebuilt your machine with Window's 10 and everything is up and running as needed so far! If there's anything else missing or if you need anything else please feel free to let us know! Have a great rest of the day!
Best,
Jake Peer
Neighborhood ITS","Good Afternoon,

I wanted to know if there was availability this Friday (6/2) to have my
computer upgraded to Windows 10?  If so,  is there anything you need to me
to do to prepare my system for the upgrade?

Thank you,

-- 
*Shani Mosley*

*Sr. Billing Clerk/Account Representative?*
*?*
*?University of Michigan? ?*
*?Mary A. Rackham Institute *
*734-763-?9046? - Office*
*734-764-8128 - Fax*
*shanisw@umich.edu <shanisw@umich.edu>*"
INC1067041,Computer speed really slow,"Hello Jim,

It's good to hear that your issue was solved. If you have any questions or encounter additional issues let us know and we will provide further assistance.

Thank you,
James Clark
NIT North 1","I am experiencing painfully slow functioning in all my programs since yesterday. I have updated my software multiple times since yesterday and I still don't know if the updates have been successfully installed. It takes forever for the Workspace update center to tell me if there are new updates, and every time, they are still there. I am wondering if my computer is constantly searching for those updates and that is why it is so slow, or if it is because I have successfully updated and now there are incompatibilities of software.  It is extremely frustrating. I could use some advice.  - Contact user by Email"
INC1066633,Please find this izzy mac (MIWS0001991) that has not checked in in more than a year,Machine M-C07JV2HPDWYM has been re-imaged with macOS Sierra 10.12.5.,"
This mac:  https://izzy.dsc.umich.edu/systems/1652

Which reports as being in:  ITS

hasn't checked in in over a year and is either listed in Service Link as ""missing"", ""in use"" or ""in stock""

If it's ""in use"" � well, if it is � it's not checking in to izzy!

If it's ""missing"" � that's up to you if you want to remove the izzy record,  I'd recommend it because if it hasn't checked in in a year, it probably went to Property Disposition (or was stolen/lost) and leaving it in izzy won't change that.

If it's ""in stock"" � you have two recommended options:   1)  Remove it from izzy or 2) find it and update it.  The stronger recommendation here is just to remove it from izzy as � if it's been a year � it will be faster to reload it than it would be to update all the apps on it *and* the operating system.  IF YOU UPDATE IT � be sure to log in after you update it and run Managed Software Center to check for updates one more time so that current logs get uploaded!  


If you know it no longer exists � please delete it from izzy?   And then update SL accordingly.

If you have questions, do not hesitate to ask!

- Steve
"
INC1065370,Delivered to customer [6/5] - Docking station not received,"Hi Cathy,

Depot delivered Elana's new docking station, so I set it up for her Friday afternoon. She should be all set now.

Kathy Bovenschen
Neighborhood IT ~ Central Campus 5
MiWorkspace","Can someone please update on this?  No one has arrived yet to install
Elana's docking station, nor has anyone reached out.

Thank you,
Cathy

______________________________________
Cathy Glowka
Accounts Receivable Supervisor
SLBF-Billing Office
515 E. Jefferson
Student Activities Building, Suite 1011
Ann Arbor, MI 48109-1316
cdennie@umich.edu, 734-763-6298
https://staff.studentlife.umich.edu/finance







---------- Forwarded message ----------
From: Dino Anastasia <dinoa@umich.edu>
Date: Wed, Apr 19, 2017 at 9:51 AM
Subject: Re: Joyce's Replacement
To: Cathleen Glowka <cdennie@umich.edu>


Too funny. You must have sent this as I was updating the MiWorkspace
Onboarding request with the following information:

Hardware requirements: Elana should receive a Housing Standard Laptop
package (HP 640 14"" (i7@3.6GHz/8G/500G HDD/DVD/5.1#), 45W pwr adapter, 90W
Dock, HP Keyboard/Mouse (B1T09AA#ABA)). Equipment should come from Housing
stock at the Depot/Novastar. It should be imaged with euc-build-hsg-bf.

Please note that Elana will be located in 1030 - STUDENT ACTIVITIES, at the
desk currently occupied by Joyce Vail. MIWS0018990 - HP HP ProDesk 600 G2
SFF with 2 24"" displays are deployed there. So when Elana starts on May 1
please deliver the laptop and power adapter only. The remainder of the
docking set up can be deployed to that location when Joyce retires at the
end of the month. The docking set up will use the displays currently
deployed and MIWS0018990 - HP HP ProDesk 600 G2 SFF with it's keyboard &
mouse can be returned to Housing stock here at Markley. This change should
happen on June 1.
##

Shouldn't be a problem to have Elana's laptop ready for her when she starts
and wait until June to deploy the rest of the docking set up and remove
Joyce's computer at that point.

Thanks.  �dino

On Apr 19, 2017, at 9:45 AM, Cathleen Glowka <cdennie@umich.edu> wrote:

Hi, Dino,

In our chat yesterday, we agreed to order a laptop for our new employee to
replace Joyce's desktop, with a scheduled date of June 1st.  Would it be
possible to provide Elana a laptop sooner, like on May 2nd, and Joyce still
keep her desktop until June 1st, and simply swap out the desktop for the
docking station/keyboard that day?  What are your thoughts?  My thought is
that Elana could do some of her online training using her laptop and not be
dependent on Joyce's workstation.

Thanks!
Cathy

______________________________________
Cathy Glowka
Accounts Receivable Supervisor
SLBF-Billing Office
515 E. Jefferson
Student Activities Building, Suite 1011
Ann Arbor, MI 48109-1316
cdennie@umich.edu, 734-763-6298
https://staff.studentlife.umich.edu/finance"
INC1067381,Mac Mini needs asset tag,"Tag applied to mac mini, computer entered into inventory",ordered via incident 1066273
INC1058060,2 old MacBooks,"HI Tim,

I have picked up these 2 laptops and will send them out with our next SOE property run.

Thanks!
Theo Tangalakis
ITS MiWorkspace","Hi Tim,

Per our conversation, I'll stop by Lynn's desk to grab the 2 laptops. Is it ok if I use the general fund from School Of Education for the shortcode for property?

Thanks!
Theo"
INC1040136,MWS Refresh Deployment - Sponsored Programs (Wave 1) - For clgi ,Hardware refreshed,"Please update the caller information for this ticket to the user or managing user of the machine being refreshed.
Please also update the location to the actual area of the deployment. This is for tracking purposes.

Please complete refresh activities for the following user and machine as instructed in your unit.
Username: ,   ()
Old Serial Number: 2UA2450WQ3
New Serial Number: 2UA6392TQG

Please update this ticket with any extras received, deployed, or removed along with the machine. (i.e. monitors, docks, peripherals)

Once new hardware is in place, complete the Day One checklist in Samwise: https://miwsapps.miserver.it.umich.edu/samwise/

Once complete, update Service Link records for both new and old hardware and close this ticket."
INC1050701,PENDING DELIVERY 5-31 : Hardware Rec'd [5/24] - Order new laptop (3004464245),"The laptop is setup, and a day one is scheduled when she returns from vacation.","Please order HP 840 laptop, G3, i7, 8 gb RAM, 256GB SSD + warranty

Charge to 193090 - for Amy Bunch"
INC1032827,OUD - Please refresh Paul Wiklanski's computer.  9048,"Hi Paul,

Glad the refresh was successful. Please submit a ticket to 4-HELP and let us know if you encounter any problems with Win10 as you're beta testing.

Edwin Tang
Neighborhood IT","Change preferred email and put the appointments on all the calendars, and put the OUD sticker on the Dock. "
INC1043710,MiWorkspace: Computer Equipment Moves (5),"Hi Kandra,

Glad I was able to help with the move this past Thursday.

Edwin Tang
Neighborhood IT","Hello, I have some equipment moves that need to take place on 6-1-2017. 

Erica Jenkins (ekjen) - 2 monitors + docking station - moving from 9014 (front desk) to vacant 9014 window desk (can do in AM or PM)
Avery Gordon (avgordon) - monitor + desktop - moving from 9137 to 9063 (can do in AM or PM)
Anne Berlucchi (ambe) - 2 monitors + docking station - moving from 9023 to 9012  (do in late PM)
Casey David (caseye) - 2 monitors + docking station - moving from 9131 to 9133 (do in late PM)
Kyle Nowels (knowels) - 2 monitors + docking station - moving from 9133 to 9131 (do in late PM)


Thank you,
Kandra - Contact user by Email"
INC1057976,"PENDING DELIVERY 5-30 Please order one (1) Microsoft Surface Book, Intel Core i5; 256GB Solid State Drive; 8 GB Memory; NVIDIA GeForce graphics (dGPU)","Hardware has been updated with CI in ServiceLink and placed in physical inventory OUD.  All set.

     -=- Jim j. Zemina  (aka - Dr. Z)   \   Neighborhood - South 1   \   tel: 734.647.3772","Could you please order: one Microsoft Surface Book, Intel Core i5; 256GB Solid State Drive; 8 GB Memory; NVIDIA GeForce graphics (dGPU)
With docking station
Build with Core build
Model: Computer showcase # 167785
QTY: 1
Shortcode: 421260
Own By Dept ID: OUD
Approved by: Regis Vogel
Deployment location (if known): *3061 - Wolverine Tower*
"
INC0994449,Refresh for Annie Bell: Annie Bell is returning her old laptop and will need a refresh. She will be taking Tena Achen's old laptop (MIWS0011134),"Hi Annie -  I've not heard back from you since the last request that I had sent you.  I'm going ahead and resolving this ticket.  If you want, you can submit a new ticket for any changes you might have.  All set.
(No need to respond, in doing so will reopen this ticket.  We would appreciate that you fill-out the survey after the closure of this ticket.)

     -=- Jim j. Zemina  (aka - Dr. Z)   \   Neighborhood IT   \   tel: 734.647.3772","Refresh for Annie Bell: Annie Bell is returning her old laptop and will need a refresh. She will be taking Tena Achen's old laptop (MIWS0011134)

Annie be vising Wolverine Tower on Monday March 20 and Tuesday March 21 and will need her laptop to be refreshed and the new laptop to be built for her before she returns to NY. This is a high priority for those days. 

Lauren Harris will bring her old laptop and her new laptop down to IT when Annie delivers it to Lauren on Monday, March 20. "
INC1065802,DELIVERY (6/2)  - Requesting asset tag - NQ - cvleo,"Added the label to the iMac

Jared Whitfield
NIT Central 2
University of Michigan
734-764-HELP (4357)
4HELP@umich.edu","    Uniqname: cvleo
    Building: North Quad
    Room number: 1115
    Department Name: UMSI
    Department ID: n/a
    Manufacturer: iMac
    Model: iMac (27-inch, Late 2009)
    Serial Number: qp0240yy5pm 
    MAC address: 00:26:bb:68:13:74
    Function: staff machine
    Purchase Order (if known): n/a
    Purchase Date (required please look-up via manufacture website): Jul 11, 2010 
    Warranty End-Date (required) Jul 10, 2013
    ShortCode Used For Purchase: n/a
    Docking Station: Yes/No (was one purchased and installed with this device) no
    MiWorkspace Image: Yes
"
INC1066430,Pickup & Delivery (6/2) - Transport PC,Level finished,"Please transport PC, keyboard and mouse to Housing, Attn: Dino Anastasia 1328C Markley
RE: Joyce Vail old PC and peripherals. "
INC0986685,Performance is very slow,"Have contacted both Jorge Palacio and Dan Green about the slowness of this machine. Based on it's age, it should be due to be refreshed in the upcoming cycle this summer.

-Brett",Would like the computer looked at as it is very slow and difficult to work with. M-2UA2451NVW
INC1066886,Inventory Discrepancy - 2UA0260QDF,"Inventory for 2UA0260QDF updated to room 22 Hatcher

-Brett",Tracked down the location of 2UA0260QDF. Updating SL inventory appropriately.
INC1066860,Computer Blue Screens after equipment was moved ,"Hi June, 

After spending some time with the problem today, I determined it was a bad USB port on the dock that was causing the crashes. It may have been damaged in the move, or it may have existed previously and nothing was plugged in to that port on the dock. 

In either case, after replacing the dock with another of the same, I was able to log in and shut down several times without issue. I don't expect you to experience any problems going forward. Please let me know ASAP if this issue reoccurs and we'll take the appropriate steps to get it solved for you.

Thanks,
Chase Cranmer
Neighborhood IT ","Yesterday (6/1) June's office was repainted. Her dock, monitors and peripherals were disconnected and moved aside while the work was done. After helping her reconnect everything at the end of the day, she was unable to log in. When she tried logging in to the computer, the computer would error out with ""BAD_POOL_CALLER"" and blue screen."
INC1053801,NIT: Replace MIWS0012623 with MIWS0012167,"Hi Andrew,

I've deployed MIWS0012167 to Jessica, after migrating the requested accounts.  I will generate another ticket in two weeks to have Depot take MIWS0012623 to Property Disposition, so I am going to close this one.  Have a great weekend!

- Kris, Neighborhood IT","Hello,

MIWS0012623 is an SMTD MacBook currently assigned to the Gershwin Project under the care of staff member Jessica Getman in Burton Tower 602.

Please replace MIWS0012623 with MIWS0012167, a newer MacBook, currently located in the Earl V Moore Building info office (rm 2249). Delete existing user accounts on MIWS0012167, and migrate the following user accounts from MIWS0012623 to MIWS0012167: jgetman
smtd-gershwin1

After the replacement is complete, please send MIWS0012623 to Property Disposition and credit the proceeds to shortcode 423325.

Please make arrangements for pickup of MIWS0012623 and delivery of MIWS0012167 with Jessica, who can be reached at jgetman@umich.edu.

Let me know if you have any questions.

Thanks,

Andrew

Andrew Wollner
Music & Multimedia Computer Specialist
School of Music, Theatre & Dance
University of Michigan, Ann Arbor

734-763-2717
andwoll@umich.edu

[image: U-M School of Music, Theatre & Dance] <http://music.umich.edu>"
INC1041971,PENDING PICK UP/DELIVERY 5-26  - PT Windows 10 Early Adopter - M-2UA6091FS5,"Hi David,

This workstation has been delivered and setup. It's all set now, and I've left the graphics card with Greg Bennett.  Let me know if you need anything else!

Thanks,

Alex Joseph 
Neighborhood IT North",This shared PC will be part of Parking and Transportation's Windows 10 beta. Please reimage workstation to Windows 10.
INC1063694,Staff Moves from CEDER to Finance Suite,"Felice,

We helped move the computer equipment for Trish and Chad this morning.  I went back down this afternoon and answered Chad's questions as well as getting both Chad and Trish connected to the 1123A copier.  We were happy to help, and if any of you need further assistance, please don't hesitate to reach out to us.

___________________________________________________

Zachary Power
Neighborhood IT - Central Campus 5
Phone: 734-764-HELP (4357) � Chat: https://chatsupport.it.umich.edu 
Email: 4help@umich.edu
___________________________________________________","Per Mike (Facilities), two staff will be moving on the morning of Friday,
June 2nd. If possible we would like the computer equipment for them moved
between 9:00-11:00 a.m. and set up in their new spaces.

Trish Kraus is moving from room 1042 to 1123B
Chad Heiser is moving from room 1036 to 1123A

Thank you for your assistance.
Felice

C. Felice Gonzales, M.A., A.M.
Office & Program Manager-CEDER

*CEDER* (The Center for Education Design, Evaluation, & Research)
School of Education, University of Michigan
610 East University Avenue, Room 1036
Ann Arbor, MI 48109-1259
CEDER Phone: 734-615-5028
Fax: 734-764-3473
Email:  risuena@umich.edu"
INC1065780,Delivery (6/2) - Requesting asset tag - NQ - kmiott,applied the tag to the iMac,"    Uniqname:
    Building: North Quad
    Room number: 1275
    Department Name: 
    Department ID: n/a
    Manufacturer: iMac
    Model: iMac (27-inch, Late 2009)
    Serial Number: qp0240y75pm
    MAC address: 00:26:bb:68:1c:d8
    Function: going to our stock room
    Purchase Order (if known): n/a
    Purchase Date (required please look-up via manufacture website): Jul 11, 2010 
    Warranty End-Date (required) Jul 10, 2013
    ShortCode Used For Purchase: n/a
    Docking Station: Yes/No (was one purchased and installed with this device) no
    MiWorkspace Image: Yes
"
INC1066744,*Inventory information incorrect,Asset record corrected,"SL indicates it is an iMac, but computer is MacbookPro12,1. See https://izzy.dsc.umich.edu/systems/12723 for correct details."
INC1064041,NEW install iMac for Angie Hall,"Hello,

Your computer should be all set to go. You will need to remove the ethernet cable from the old one and plug it into the new one to get ethernet. I also left the boxes and the machines in your office. Some of them may have cords or other goods inside of them. If anything is wrong, let us know and we'll help you out.

Thank you,
Noah
NIT ","I have a new iMac SR# D25TP06CGG7V Angie Hall ajh@umich.edu in the Career
Center Student Activities Building Room 3258.

Please transfer data and applications from his current computer MIWS0008807
SR# D25MJ0QXF8J8.

Angie Hall
ajh@umich.edu"
INC1066676,NIT Central 4 Inventory Discrepancy - Please locate machine,Machine was deployed to Dave Brenner,"During a weekly inventory check, this machine was not scanned in the stockroom but ServiceLink reported it as being there.

ACTION: Please locate the machine and update its location and state from the Asset screen

See this document for strategies pertaining to finding lost or missing machines
https://docs.google.com/document/d/1qmwT6MjI952_sQqIYwk5B-2tCNLBdwK_XRsYQdelryg/edit?usp=sharing"
INC1066663,NIT Central 4 Inventory Discrepancy - Please locate machine,Machine was deployed to Bill Currie,"During a weekly inventory check, this machine was not scanned in the stockroom but ServiceLink reported it as being there.

ACTION: Please locate the machine and update its location and state from the Asset screen

See this document for strategies pertaining to finding lost or missing machines
https://docs.google.com/document/d/1qmwT6MjI952_sQqIYwk5B-2tCNLBdwK_XRsYQdelryg/edit?usp=sharing"
INC1041034,Computer randomly freezes up,"Hi Hannah,

I replaced the video card and configured the new one.  Let me know if you have any issues with the new video card!

Thanks!
Dan McCarthy
Neighborhood IT","Over last few weeks computer randomly freezes up when I am using a program like Chrome. I have restarted computer and shut it down at end of the day, but it still seems to have this issue. If I walk away from computer and it goes into ""sleep mode,"" it takes very long time to relog me back into computer (room 2246, Machine NIB 10) - Contact user by Email"
INC1040503,Prepare quote for prices for new computers,Sent spreadsheet link to Marj,"Prepare quote to replace equipment for Erika Hrabec, Amy Riley, and Lauren Belpedio. https://docs.google.com/spreadsheets/d/1-GNi2kpclEMCOZP8K89uIYoVa-p5eq-4mmJdDdJDTiE/edit#gid=0"
INC1062287,PENDING DELIVERY 6-1 : Build and Return 2 HP ZBook G3 Laptops,"
Hi Greg,

The laptops arrived back from Depot late yesterday.
I gave one to Andrew for testing, and am testing the other one in the Information Office.

Jon

","Please pickup the following machines from Moore 2249 (Info Office) 
Build with SMTD Core Windows10 then add to inventory, and return to Greg Laman when complete

1. ZBook Laptop, Serial#CND7126H6W  - MAC Address 3C:52:82:06:72:8D
1. ZBook Laptop Serial#CND7126H6P   - MAC Address 3C:52:82:11:F6:77
"
